Junction ID,Security Control ID,NIST Control ID,DISA Control ID,CCI ID,Type
414,IR-03-01,IR-3(1),IR-3 (1),CCI-000821,Policy
415,IR-04-00,IR-4,IR-4 a,CCI-000822,Policy
416,IR-04-00,IR-4,IR-4 b,CCI-000823,Policy
417,IR-04-01,IR-4(1),IR-4 (1),CCI-000825,Policy
418,IR-04-02,IR-4(2),IR-4 (2),CCI-000826,Policy
419,IR-04-03,IR-4(3),IR-4 (3),CCI-000827,Policy
420,IR-04-03,IR-4(3),IR-4 (3),CCI-000828,Policy
421,IR-04-04,IR-4(4),IR-4 (4),CCI-000829,Policy
422,IR-04-05,IR-4(5),IR-4 (5),CCI-000830,Policy
423,IR-04-05,IR-4(5),IR-4 (5),CCI-000831,Technical
424,IR-05-00,IR-5,IR-5,CCI-000832,Policy
425,IR-06-00,IR-6,IR-6 a,CCI-000834,Policy
426,IR-06-00,IR-6,IR-6 a,CCI-000835,Policy
427,IR-06-00,IR-6,IR-6 b,CCI-000836,Policy
428,IR-06-01,IR-6(1),IR-6 (1),CCI-000837,Policy
429,IR-06-02,IR-6(2),IR-6 (2),CCI-000838,Policy
430,IR-07-00,IR-7,IR-7,CCI-000839,Policy
431,IR-07-02,IR-7(2),IR-7 (2) (a),CCI-000841,Policy
432,IR-07-02,IR-7(2),IR-7 (2) (b),CCI-000842,Policy
433,IR-08-00,IR-8,IR-8 a 9,CCI-000844,Policy
434,IR-08-00,IR-8,IR-8 b,CCI-000845,Policy
435,IR-08-00,IR-8,IR-8 b,CCI-000846,Policy
436,IR-08-00,IR-8,IR-8 c,CCI-000849,Policy
437,IR-08-00,IR-8,IR-8 d,CCI-000850,Policy
438,MA-01-00,MA-1,MA-1 c 1,CCI-000851,Policy
439,MA-01-00,MA-1,MA-1 a 1 (a),CCI-000852,Policy
440,MA-01-00,MA-1,MA-1 a 1,CCI-000853,Policy
441,MA-01-00,MA-1,MA-1 c 1,CCI-000854,Policy
442,MA-01-00,MA-1,MA-1 a 2,CCI-000855,Policy
443,MA-01-00,MA-1,MA-1 a 2,CCI-000856,Policy
444,MA-01-00,MA-1,MA-1 c 2,CCI-000857,Policy
445,MA-02-00,MA-2,MA-2 c,CCI-000860,Policy
446,MA-02-00,MA-2,MA-2 d,CCI-000861,Policy
447,MA-02-00,MA-2,MA-2 e,CCI-000862,Policy
448,MA-03-00,MA-3,MA-3 a,CCI-000865,Policy
449,MA-03-00,MA-3,MA-3 a,CCI-000866,Policy
450,MA-03-00,MA-3,MA-3 a,CCI-000867,Policy
451,MA-03-01,MA-3(1),MA-3 (1),CCI-000869,Policy
452,MA-03-02,MA-3(2),MA-3 (2),CCI-000870,Policy
453,MA-03-02,MA-3(2),MA-3 (2),CCI-000870,Technical
454,MA-03-03,MA-3(3),MA-3 (3),CCI-000871,Policy
455,MA-04-00,MA-4,MA-4 a,CCI-000873,Policy
456,MA-04-00,MA-4,MA-4 a,CCI-000874,Policy
457,MA-04-00,MA-4,MA-4 b,CCI-000876,Policy
458,MA-04-00,MA-4,MA-4 c,CCI-000877,Technical
459,MA-04-00,MA-4,MA-4 d,CCI-000878,Policy
460,MA-04-03,MA-4(3),MA-4 (3) (a),CCI-000882,Policy
461,MA-04-03,MA-4(3),MA-4 (3) (b),CCI-000883,Policy
462,MA-04-04,MA-4(4),MA-4 (4) (a),CCI-000884,Technical
463,MA-04-05,MA-4(5),MA-4 (5) (b),CCI-000886,Policy
464,MA-04-05,MA-4(5),MA-4 (5) (a),CCI-000887,Policy
465,MA-05-00,MA-5,MA-5 a,CCI-000890,Policy
466,MA-05-00,MA-5,MA-5 a,CCI-000891,Policy
467,MA-05-01,MA-5(1),MA-5 (1) (a),CCI-000893,Policy
468,MA-05-01,MA-5(1),MA-5 (1) (a) (1),CCI-000894,Policy
469,MA-05-01,MA-5(1),MA-5 (1) (a) (2),CCI-000895,Policy
470,MA-05-02,MA-5(2),MA-5 (2),CCI-000897,Policy
471,MA-05-03,MA-5(3),MA-5 (3),CCI-000898,Policy
472,MA-05-04,MA-5(4),MA-5 (4) (a),CCI-000899,Policy
473,MA-05-04,MA-5(4),MA-5 (4) (b),CCI-000900,Policy
474,MA-06-00,MA-6,MA-6,CCI-000903,Policy
475,PE-01-00,PE-1,PE-1 a 1 (a),CCI-000904,Policy
476,PE-01-00,PE-1,PE-1 a 1,CCI-000905,Policy
477,PE-01-00,PE-1,PE-1 c 1,CCI-000906,Policy
478,PE-01-00,PE-1,PE-1 c 1,CCI-000907,Policy
479,PE-01-00,PE-1,PE-1 a 2,CCI-000908,Policy
480,PE-01-00,PE-1,PE-1 a 2,CCI-000909,Policy
481,PE-01-00,PE-1,PE-1 c 2,CCI-000910,Policy
482,PE-01-00,PE-1,PE-1 c 2,CCI-000911,Policy
483,PE-02-00,PE-2,PE-2 a,CCI-000912,Policy
484,PE-02-00,PE-2,PE-2 b,CCI-000913,Policy
485,PE-02-00,PE-2,PE-2 c,CCI-000914,Policy
486,PE-02-00,PE-2,PE-2 c,CCI-000915,Policy
487,PE-02-01,PE-2(1),PE-2 (1),CCI-000916,Policy
488,PE-02-02,PE-2(2),PE-2 (2),CCI-000917,Policy
489,PE-03-00,PE-3,PE-3 a 1,CCI-000920,Policy
490,PE-03-00,PE-3,PE-3 e,CCI-000923,Policy
491,PE-03-00,PE-3,PE-3 f,CCI-000924,Policy
492,PE-03-00,PE-3,PE-3 f,CCI-000925,Policy
493,PE-03-00,PE-3,PE-3 g,CCI-000926,Policy
494,PE-03-00,PE-3,PE-3 g,CCI-000927,Policy
495,PE-03-01,PE-3(1),PE-3 (1),CCI-000928,Policy
496,PE-03-02,PE-3(2),PE-3 (2),CCI-000929,Policy
497,PE-03-03,PE-3(3),PE-3 (3),CCI-000930,Policy
498,PE-03-04,PE-3(4),PE-3 (4),CCI-000931,Policy
499,PE-03-04,PE-3(4),PE-3 (4),CCI-000932,Policy
500,PE-03-05,PE-3(5),PE-3 (5),CCI-000933,Policy
501,PE-04-00,PE-4,PE-4,CCI-000936,Policy
502,PE-05-00,PE-5,PE-5,CCI-000937,Policy
503,PE-06-00,PE-6,PE-6 b,CCI-000939,Policy
504,PE-06-00,PE-6,PE-6 b,CCI-000940,Policy
505,PE-06-00,PE-6,PE-6 c,CCI-000941,Policy
506,PE-06-01,PE-6(1),PE-6 (1),CCI-000942,Policy
507,PE-08-00,PE-8,PE-8 a,CCI-000947,Policy
508,PE-08-00,PE-8,PE-8 b,CCI-000948,Policy
509,PE-08-00,PE-8,PE-8 b,CCI-000949,Policy
510,PE-08-01,PE-8(1),PE-8 (1),CCI-000950,Policy
511,PE-09-00,PE-9,PE-9,CCI-000952,Policy
512,PE-09-02,PE-9(2),PE-9 (2),CCI-000954,Policy
513,PE-09-02,PE-9(2),PE-9 (2),CCI-000955,Policy
514,PE-10-00,PE-10,PE-10 a,CCI-000956,Policy
515,PE-10-00,PE-10,PE-10 b,CCI-000957,Policy
516,PE-10-00,PE-10,PE-10 b,CCI-000958,Policy
517,PE-10-00,PE-10,PE-10 c,CCI-000959,Policy
518,PE-11-01,PE-11(1),PE-11 (1),CCI-000961,Policy
519,PE-12-00,PE-12,PE-12,CCI-000963,Policy
520,PE-13-00,PE-13,PE-13,CCI-000965,Policy
521,PE-13-02,PE-13(2),PE-13 (2) (b),CCI-000968,Policy
522,PE-14-00,PE-14,PE-14 a,CCI-000971,Policy
523,PE-14-00,PE-14,PE-14 a,CCI-000972,Policy
524,PE-14-00,PE-14,PE-14 b,CCI-000973,Policy
525,PE-14-00,PE-14,PE-14 b,CCI-000974,Policy
526,PE-14-01,PE-14(1),PE-14 (1),CCI-000975,Policy
527,PE-14-02,PE-14(2),PE-14 (2),CCI-000976,Policy
528,PE-15-00,PE-15,PE-15,CCI-000977,Policy
529,PE-15-00,PE-15,PE-15,CCI-000978,Policy
530,PE-15-00,PE-15,PE-15,CCI-000979,Policy
531,PE-16-00,PE-16,PE-16 a,CCI-000981,Policy
532,PE-16-00,PE-16,PE-16 a,CCI-000983,Policy
533,PE-16-00,PE-16,PE-16 b,CCI-000984,Policy
534,PE-17-00,PE-17,PE-17 b,CCI-000985,Policy
535,PE-17-00,PE-17,PE-17 c,CCI-000987,Policy
536,PE-17-00,PE-17,PE-17 d,CCI-000988,Policy
537,PE-18-00,PE-18,PE-18,CCI-000989,Policy
538,PE-18-00,PE-18,PE-18,CCI-000991,Policy
539,PE-19-00,PE-19,PE-19,CCI-000993,Policy
540,MP-01-00,MP-1,MP-1 a 1 (a),CCI-000995,Policy
541,MP-01-00,MP-1,MP-1 a 1,CCI-000996,Policy
542,MP-01-00,MP-1,MP-1 c 1,CCI-000997,Policy
543,MP-01-00,MP-1,MP-1 c 1,CCI-000998,Policy
544,MP-01-00,MP-1,MP-1 a 2,CCI-000999,Policy
545,MP-01-00,MP-1,MP-1 a 2,CCI-001000,Policy
546,MP-01-00,MP-1,MP-1 c 2,CCI-001001,Policy
547,MP-01-00,MP-1,MP-1 c 2,CCI-001002,Policy
548,MP-02-00,MP-2,MP-2,CCI-001003,Policy
549,MP-02-00,MP-2,MP-2,CCI-001004,Policy
550,MP-02-00,MP-2,MP-2,CCI-001005,Policy
551,MP-04-02,MP-4(2),MP-4 (2),CCI-001007,Policy
552,MP-04-02,MP-4(2),MP-4 (2),CCI-001008,Policy
553,MP-03-00,MP-3,MP-3 a,CCI-001010,Policy
554,MP-03-00,MP-3,MP-3 b,CCI-001011,Policy
555,MP-03-00,MP-3,MP-3 b,CCI-001012,Policy
556,MP-03-00,MP-3,MP-3 b,CCI-001013,Policy
557,MP-04-00,MP-4,MP-4 a,CCI-001015,Policy
558,MP-04-00,MP-4,MP-4 a,CCI-001016,Policy
559,MP-05-00,MP-5,MP-5 a,CCI-001021,Policy
560,MP-05-00,MP-5,MP-5 a,CCI-001022,Policy
561,MP-05-00,MP-5,MP-5 b,CCI-001023,Policy
562,MP-05-00,MP-5,MP-5 d,CCI-001024,Policy
563,MP-05-00,MP-5,MP-5 c,CCI-001025,Policy
564,MP-05-03,MP-5(3),MP-5 (3),CCI-001026,Policy
565,MP-06-00,MP-6,MP-6 a,CCI-001028,Policy
566,MP-06-02,MP-6(2),MP-6 (2),CCI-001031,Policy
567,MP-06-03,MP-6(3),MP-6 (3),CCI-001032,Policy
568,MP-06-03,MP-6(3),MP-6 (3),CCI-001033,Policy
569,RA-01-00,RA-1,RA-1 a 1 (a),CCI-001037,Policy
570,RA-01-00,RA-1,RA-1 a 1 (a),CCI-001038,Policy
571,RA-01-00,RA-1,RA-1 c 1,CCI-001039,Policy
572,RA-01-00,RA-1,RA-1 c 1,CCI-001040,Policy
573,RA-01-00,RA-1,RA-1 a 2,CCI-001041,Policy
574,RA-01-00,RA-1,RA-1 a 2,CCI-001042,Policy
575,RA-01-00,RA-1,RA-1 c 2,CCI-001043,Policy
576,RA-01-00,RA-1,RA-1 c 2,CCI-001044,Policy
577,RA-02-00,RA-2,RA-2 b,CCI-001046,Policy
578,RA-02-00,RA-2,RA-2 c,CCI-001047,Policy
579,RA-03-00,RA-3,RA-3 a 2,CCI-001048,Policy
580,RA-03-00,RA-3,RA-3 c,CCI-001049,Policy
581,RA-03-00,RA-3,RA-3 d,CCI-001050,Policy
582,RA-03-00,RA-3,RA-3 d,CCI-001051,Policy
583,RA-03-00,RA-3,RA-3 f,CCI-001052,Policy
584,RA-03-00,RA-3,RA-3 f,CCI-001053,Policy
585,RA-05-00,RA-5,RA-5 a,CCI-001054,Policy
586,RA-05-00,RA-5,RA-5 a,CCI-001055,Policy
587,RA-05-00,RA-5,RA-5 a,CCI-001056,Policy
588,RA-05-00,RA-5,RA-5 b 1,CCI-001057,Policy
589,RA-05-00,RA-5,RA-5 c,CCI-001058,Policy
590,RA-05-00,RA-5,RA-5 d,CCI-001059,Policy
591,RA-05-00,RA-5,RA-5 d,CCI-001060,Policy
592,RA-05-00,RA-5,RA-5 e,CCI-001061,Policy
593,RA-05-02,RA-5(2),RA-5 (2),CCI-001063,Policy
594,RA-05-02,RA-5(2),RA-5 (2),CCI-001064,Policy
595,RA-05-04,RA-5(4),RA-5 (4),CCI-001066,Policy
596,RA-05-05,RA-5(5),RA-5 (5),CCI-001067,Technical
597,RA-05-06,RA-5(6),RA-5 (6),CCI-001068,Policy
598,RA-05-08,RA-5(8),RA-5 (8),CCI-001071,Policy
599,SC-01-00,SC-1,SC-1 a 1,CCI-001075,Policy
600,SC-01-00,SC-1,SC-1 c 1,CCI-001076,Policy
601,SC-01-00,SC-1,SC-1 c 1,CCI-001077,Policy
602,SC-01-00,SC-1,SC-1 a 2,CCI-001079,Policy
603,SC-01-00,SC-1,SC-1 c 2,CCI-001080,Policy
604,SC-01-00,SC-1,SC-1 c 2,CCI-001081,Policy
605,SC-02-00,SC-2,SC-2,CCI-001082,Technical
606,SC-02-01,SC-2(1),SC-2 (1),CCI-001083,Technical
607,SC-03-00,SC-3,SC-3,CCI-001084,Technical
608,SC-03-01,SC-3(1),SC-3 (1),CCI-001085,Technical
609,SC-03-02,SC-3(2),SC-3 (2),CCI-001086,Technical
610,SC-03-05,SC-3(5),SC-3 (5),CCI-001089,Technical
611,SC-04-00,SC-4,SC-4,CCI-001090,Technical
612,SC-05-00,SC-5,SC-5 a,CCI-001093,Policy
613,SC-05-01,SC-5(1),SC-5 (1),CCI-001094,Technical
614,SC-05-02,SC-5(2),SC-5 (2),CCI-001095,Technical
615,SC-07-00,SC-7,SC-7 a,CCI-001097,Policy
616,SC-07-00,SC-7,SC-7 a,CCI-001097,Technical
617,SC-07-00,SC-7,SC-7 c,CCI-001098,Policy
618,SC-07-03,SC-7(3),SC-7 (3),CCI-001101,Policy
619,SC-07-04,SC-7(4),SC-7 (4) (a),CCI-001102,Policy
620,SC-07-04,SC-7(4),SC-7 (4) (b),CCI-001103,Policy
621,SC-07-04,SC-7(4),SC-7 (4) (d),CCI-001105,Policy
622,SC-07-04,SC-7(4),SC-7 (4) (e),CCI-001106,Policy
623,SC-07-04,SC-7(4),SC-7 (4) (e),CCI-001107,Policy
624,SC-07-04,SC-7(4),SC-7 (4) (e),CCI-001108,Policy
625,SC-07-05,SC-7(5),SC-7 (5),CCI-001109,Technical
626,SC-07-08,SC-7(8),SC-7 (8),CCI-001112,Policy
627,SC-07-08,SC-7(8),SC-7 (8),CCI-001113,Policy
628,SC-07-08,SC-7(8),SC-7 (8),CCI-001114,Policy
629,SC-07-10,SC-7(10),SC-7 (10) (a),CCI-001116,Policy
630,SC-07-13,SC-7(13),SC-7 (13),CCI-001119,Policy
631,SC-07-13,SC-7(13),SC-7 (13),CCI-001120,Policy
632,SC-07-14,SC-7(14),SC-7 (14),CCI-001121,Policy
633,SC-07-15,SC-7(15),SC-7 (15),CCI-001123,Technical
634,SC-07-15,SC-7(15),SC-7 (15),CCI-001123,Policy
635,SC-07-16,SC-7(16),SC-7 (16),CCI-001124,Technical
636,SC-07-17,SC-7(17),SC-7 (17),CCI-001125,Technical
637,SC-07-18,SC-7(18),SC-7 (18),CCI-001126,Technical
638,SC-10-00,SC-10,SC-10,CCI-001133,Technical
639,SC-10-00,SC-10,SC-10,CCI-001134,Policy
640,SC-11-00,SC-11,SC-11 a,CCI-001135,Technical
641,SC-11-00,SC-11,SC-11 a,CCI-001135,Policy
642,SC-12-01,SC-12(1),SC-12 (1),CCI-001139,Policy
643,SC-15-00,SC-15,SC-15 a,CCI-001150,Technical
644,SC-15-00,SC-15,SC-15 a,CCI-001151,Policy
645,SC-15-00,SC-15,SC-15 b,CCI-001152,Technical
646,SC-15-01,SC-15(1),SC-15 (1),CCI-001153,Technical
647,SC-15-03,SC-15(3),SC-15 (3),CCI-001155,Policy
648,SC-15-03,SC-15(3),SC-15 (3),CCI-001156,Policy
649,SC-16-00,SC-16,SC-16,CCI-001157,Technical
650,SC-16-00,SC-16,SC-16,CCI-001157,Policy
651,SC-16-01,SC-16(1),SC-16 (1),CCI-001158,Technical
652,SC-17-00,SC-17,SC-17 a,CCI-001159,Policy
653,SC-18-00,SC-18,SC-18 a,CCI-001160,Policy
654,SC-18-00,SC-18,SC-18 b,CCI-001163,Policy
655,SC-18-00,SC-18,SC-18 b,CCI-001164,Policy
656,SC-18-00,SC-18,SC-18 b,CCI-001165,Policy
657,SC-18-01,SC-18(1),SC-18 (1),CCI-001166,Technical
658,SC-18-02,SC-18(2),SC-18 (2),CCI-001167,Policy
659,SC-18-02,SC-18(2),SC-18 (2),CCI-001168,Policy
660,SC-18-03,SC-18(3),SC-18 (3),CCI-001169,Technical
661,SC-18-04,SC-18(4),SC-18 (4),CCI-001170,Technical
662,SC-18-04,SC-18(4),SC-18 (4),CCI-001171,Policy
663,SC-18-04,SC-18(4),SC-18 (4),CCI-001172,Policy
664,SC-20-00,SC-20,SC-20 a,CCI-001178,Technical
665,SC-20-00,SC-20,SC-20 b,CCI-001179,Technical
666,SC-22-00,SC-22,SC-22,CCI-001182,Policy
667,SC-22-00,SC-22,SC-22,CCI-001183,Policy
668,SC-23-00,SC-23,SC-23,CCI-001184,Technical
669,SC-23-01,SC-23(1),SC-23 (1),CCI-001185,Technical
670,SC-23-03,SC-23(3),SC-23 (3),CCI-001188,Technical
671,SC-23-03,SC-23(3),SC-23 (3),CCI-001189,Policy
672,SC-24-00,SC-24,SC-24,CCI-001190,Technical
673,SC-24-00,SC-24,SC-24,CCI-001191,Policy
674,SC-24-00,SC-24,SC-24,CCI-001192,Policy
675,SC-24-00,SC-24,SC-24,CCI-001193,Policy
676,SC-25-00,SC-25,SC-25,CCI-001194,Policy
677,SC-26-00,SC-26,SC-26,CCI-001195,Policy
678,SC-35-00,SC-35,SC-35,CCI-001196,Policy
679,SC-27-00,SC-27,SC-27,CCI-001197,Policy
680,SC-27-00,SC-27,SC-27,CCI-001198,Policy
681,SC-28-00,SC-28,SC-28,CCI-001199,Technical
682,SC-29-00,SC-29,SC-29,CCI-001201,Policy
683,SC-29-01,SC-29(1),SC-29 (1),CCI-001203,Policy
684,SC-29-01,SC-29(1),SC-29 (1),CCI-001204,Policy
685,SC-31-01,SC-31(1),SC-31 (1),CCI-001207,Policy
686,SC-34-00,SC-34,SC-34 a,CCI-001210,Technical
687,SC-34-00,SC-34,SC-34 b,CCI-001211,Technical
688,SC-34-00,SC-34,SC-34,CCI-001212,Policy
689,SC-34-00,SC-34,SC-34 b,CCI-001213,Policy
690,SC-34-01,SC-34(1),SC-34 (1),CCI-001214,Policy
691,SC-34-01,SC-34(1),SC-34 (1),CCI-001215,Policy
692,SC-34-02,SC-34(2),SC-34 (2),CCI-001216,Policy
693,SI-01-00,SI-1,SI-1 a 1 (a),CCI-001217,Policy
694,SI-01-00,SI-1,SI-1 a 1,CCI-001218,Policy
695,SI-01-00,SI-1,SI-1 c 1,CCI-001219,Policy
696,SI-01-00,SI-1,SI-1 a 2,CCI-001220,Policy
697,SI-01-00,SI-1,SI-1 a 2,CCI-001221,Policy
698,SI-01-00,SI-1,SI-1 c 2,CCI-001222,Policy
699,SI-01-00,SI-1,SI-1 c 1,CCI-001223,Policy
700,SI-01-00,SI-1,SI-1 c 2,CCI-001224,Policy
701,SI-02-00,SI-2,SI-2 a,CCI-001225,Policy
702,SI-02-00,SI-2,SI-2 a,CCI-001226,Policy
703,SI-02-00,SI-2,SI-2 a,CCI-001227,Policy
704,SI-02-00,SI-2,SI-2 b,CCI-001228,Policy
705,SI-02-00,SI-2,SI-2 b,CCI-001229,Policy
706,SI-02-00,SI-2,SI-2 d,CCI-001230,Policy
707,SI-02-03,SI-2(3),SI-2 (3) (a),CCI-001235,Policy
708,SI-02-03,SI-2(3),SI-2 (3) (b),CCI-001236,Policy
709,SI-03-00,SI-3,SI-3 c 1,CCI-001241,Technical
710,SI-03-00,SI-3,SI-3 c 2,CCI-001243,Technical
711,SI-03-00,SI-3,SI-3 c 2,CCI-001244,Policy
712,SI-03-00,SI-3,SI-3 d,CCI-001245,Policy
713,SI-03-04,SI-3(4),SI-3 (4),CCI-001249,Technical
714,SI-03-06,SI-3(6),SI-3 (6) (a),CCI-001251,Policy
715,SI-04-00,SI-4,SI-4 a 1,CCI-001253,Policy
716,SI-04-00,SI-4,SI-4 c 1,CCI-001255,Policy
717,SI-04-00,SI-4,SI-4 c 2,CCI-001256,Policy
718,SI-04-00,SI-4,SI-4 e,CCI-001257,Policy
719,SI-04-00,SI-4,SI-4 f,CCI-001258,Policy
720,SI-04-02,SI-4(2),SI-4 (2),CCI-001260,Policy
721,SI-04-05,SI-4(5),SI-4 (5),CCI-001264,Policy
722,SI-04-07,SI-4(7),SI-4 (7) (a),CCI-001266,Technical
723,SI-04-07,SI-4(7),SI-4 (7) (a),CCI-001267,Policy
724,SI-04-07,SI-4(7),SI-4 (7) (b),CCI-001268,Policy
725,SI-04-09,SI-4(9),SI-4 (9),CCI-001270,Policy
726,SI-04-09,SI-4(9),SI-4 (9),CCI-001271,Policy
727,SI-04-11,SI-4(11),SI-4 (11),CCI-001273,Policy
728,SI-04-12,SI-4(12),SI-4 (12),CCI-001274,Policy
729,SI-04-12,SI-4(12),SI-4 (12),CCI-001275,Policy
730,SI-04-13,SI-4(13),SI-4 (13) (a),CCI-001276,Policy
731,SI-04-13,SI-4(13),SI-4 (13) (b),CCI-001277,Policy
732,SI-04-15,SI-4(15),SI-4 (15),CCI-001282,Policy
733,SI-04-16,SI-4(16),SI-4 (16),CCI-001283,Policy
734,SI-04-17,SI-4(17),SI-4 (17),CCI-001284,Policy
735,SI-05-00,SI-5,SI-5 a,CCI-001285,Policy
736,SI-05-00,SI-5,SI-5 b,CCI-001286,Policy
737,SI-05-00,SI-5,SI-5 c,CCI-001287,Policy
738,SI-05-00,SI-5,SI-5 c,CCI-001288,Policy
739,SI-05-00,SI-5,SI-5 d,CCI-001289,Policy
740,SI-05-01,SI-5(1),SI-5 (1),CCI-001290,Policy
741,SI-06-00,SI-6,SI-6 c,CCI-001294,Technical
742,SI-06-02,SI-6(2),SI-6 (2),CCI-001295,Technical
743,SI-06-03,SI-6(3),SI-6 (3),CCI-001296,Policy
744,SI-07-02,SI-7(2),SI-7 (2),CCI-001300,Policy
745,SI-07-03,SI-7(3),SI-7 (3),CCI-001301,Policy
746,SI-08-02,SI-8(2),SI-8 (2),CCI-001308,Technical
747,SI-10-00,SI-10,SI-10,CCI-001310,Technical
748,SI-11-00,SI-11,SI-11 a,CCI-001312,Technical
749,SI-11-00,SI-11,SI-11 b,CCI-001314,Technical
750,SI-12-00,SI-12,SI-12,CCI-001315,Policy
751,SI-13-00,SI-13,SI-13 b,CCI-001318,Policy
752,SI-13-01,SI-13(1),SI-13 (1),CCI-001319,Policy
753,SI-13-01,SI-13(1),SI-13 (1),CCI-001320,Policy
754,SI-07-16,SI-7(16),SI-7 (16),CCI-001321,Policy
755,SI-07-16,SI-7(16),SI-7 (16),CCI-001322,Policy
756,SI-13-03,SI-13(3),SI-13 (3),CCI-001323,Policy
757,SI-13-04,SI-13(4),SI-13 (4) (a),CCI-001326,Policy
758,SI-13-04,SI-13(4),SI-13 (4) (a),CCI-001327,Policy
759,SI-13-04,SI-13(4),SI-13 (4) (b),CCI-001328,Technical
760,SI-13-04,SI-13(4),SI-13 (4) (b),CCI-001329,Policy
761,AC-19-04,AC-19(4),AC-19 (4) (a),CCI-001330,Policy
762,AC-19-04,AC-19(4),AC-19 (4) (b) (1),CCI-001331,Policy
763,AC-19-04,AC-19(4),AC-19 (4) (b) (2),CCI-001332,Policy
764,AC-19-04,AC-19(4),AC-19 (4) (b) (3),CCI-001333,Policy
765,AC-19-04,AC-19(4),AC-19 (4) (b) (4),CCI-001334,Policy
766,AC-19-04,AC-19(4),AC-19 (4) (b) (4),CCI-001335,Policy
767,AT-04-00,AT-4,AT-4 b,CCI-001336,Policy
768,AT-04-00,AT-4,AT-4 b,CCI-001337,Policy
769,AU-10-03,AU-10(3),AU-10 (3),CCI-001340,Technical
770,AU-10-04,AU-10(4),AU-10 (4) (a),CCI-001341,Technical
771,AU-09-02,AU-9(2),AU-9 (2),CCI-001348,Technical
772,AU-09-02,AU-9(2),AU-9 (2),CCI-001349,Policy
773,AU-09-03,AU-9(3),AU-9 (3),CCI-001350,Technical
774,AU-09-04,AU-9(4),AU-9 (4),CCI-001351,Policy
775,AU-12-02,AU-12(2),AU-12 (2),CCI-001353,Technical
776,AC-02-07,AC-2(7),AC-2 (7) (a),CCI-001358,Policy
777,AC-02-07,AC-2(7),AC-2 (7) (b),CCI-001360,Policy
778,AC-02-02,AC-2(2),AC-2 (2),CCI-001361,Policy
779,AC-02-02,AC-2(2),AC-2 (2),CCI-001365,Policy
780,AC-04-00,AC-4,AC-4,CCI-001368,Technical
781,AC-04-14,AC-4(14),AC-4 (14),CCI-001371,Policy
782,AC-04-14,AC-4(14),AC-4 (14),CCI-001372,Technical
783,AC-04-15,AC-4(15),AC-4 (15),CCI-001373,Technical
784,AC-04-15,AC-4(15),AC-4 (15),CCI-001374,Technical
785,AC-08-00,AC-8,AC-8 c 1,CCI-001384,Technical
786,AC-08-00,AC-8,AC-8 c 2,CCI-001385,Technical
787,AC-08-00,AC-8,AC-8 c 2,CCI-001386,Technical
788,AC-08-00,AC-8,AC-8 c 2,CCI-001387,Technical
789,AC-08-00,AC-8,AC-8 c 3,CCI-001388,Technical
790,AC-09-02,AC-9(2),AC-9 (2),CCI-001389,Policy
791,AC-09-02,AC-9(2),AC-9 (2),CCI-001390,Policy
792,AC-09-02,AC-9(2),AC-9 (2),CCI-001391,Technical
793,AC-09-02,AC-9(2),AC-9 (2),CCI-001392,Technical
794,AC-09-03,AC-9(3),AC-9 (3),CCI-001393,Policy
795,AC-09-03,AC-9(3),AC-9 (3),CCI-001394,Policy
796,AC-09-03,AC-9(3),AC-9 (3),CCI-001395,Technical
797,AC-02-04,AC-2(4),AC-2 (4),CCI-001403,Technical
798,AC-02-04,AC-2(4),AC-2 (4),CCI-001404,Technical
799,AC-02-04,AC-2(4),AC-2 (4),CCI-001405,Technical
800,AC-02-05,AC-2(5),AC-2 (5),CCI-001406,Policy
801,AC-02-07,AC-2(7),AC-2 (7) (a),CCI-001407,Policy
802,AC-03-02,AC-3(2),AC-3 (2),CCI-001408,Policy
803,AC-03-05,AC-3(5),AC-3 (5),CCI-001411,Policy
804,AC-04-00,AC-4,AC-4,CCI-001414,Technical
805,AC-04-05,AC-4(5),AC-4 (5),CCI-001415,Policy
806,AC-04-08,AC-4(8),AC-4 (8) (a),CCI-001417,Policy
807,AC-06-02,AC-6(2),AC-6 (2),CCI-001419,Policy
808,AC-06-03,AC-6(3),AC-6 (3),CCI-001420,Policy
809,AC-06-06,AC-6(6),AC-6 (6),CCI-001422,Policy
810,AC-07-00,AC-7,AC-7 a,CCI-001423,Policy
811,AC-16-01,AC-16(1),AC-16 (1),CCI-001424,Technical
812,AC-16-02,AC-16(2),AC-16 (2),CCI-001425,Technical
813,AC-16-04,AC-16(4),AC-16 (4),CCI-001428,Technical
814,AC-16-05,AC-16(5),AC-16 (5),CCI-001429,Policy
815,AC-16-05,AC-16(5),AC-16 (5),CCI-001430,Policy
816,AC-18-00,AC-18,AC-18 a,CCI-001439,Policy
817,AC-18-00,AC-18,AC-18 b,CCI-001441,Policy
818,AC-18-01,AC-18(1),AC-18 (1),CCI-001443,Technical
819,AC-18-01,AC-18(1),AC-18 (1),CCI-001444,Technical
820,AC-18-03,AC-18(3),AC-18 (3),CCI-001449,Policy
821,AC-18-05,AC-18(5),AC-18 (5),CCI-001451,Policy
822,AC-17-02,AC-17(2),AC-17 (2),CCI-001453,Technical
823,AC-19-04,AC-19(4),AC-19 (4) (b) (4),CCI-001458,Policy
824,AU-12-00,AU-12,AU-12 a,CCI-001459,Policy
825,AU-13-00,AU-13,AU-13 a,CCI-001460,Policy
