CCI ID,Description,NIST Revision,Type
CCI-000380,"Defines prohibited or restricted functions, system ports, protocols, software and/or services for the system.",NIST SP 800-53 Revision 5,Policy
CCI-000381,Configure the system to provide only organization-defined mission essential capabilities.,NIST SP 800-53 Revision 5,Technical
CCI-000382,"Configure the system to prohibit or restrict the use of organization-defined prohibited or restricted functions, system ports, protocols, software, and/or services.",NIST SP 800-53 Revision 5,Technical
CCI-000384,"Review the system per organization-defined frequency to identify unnecessary and nonsecure functions, ports, protocols, software, and services.",NIST SP 800-53 Revision 5,Policy
CCI-000387,"Defines registration requirements for functions, ports, protocols, and services.",NIST SP 800-53 Revision 5,Policy
CCI-000388,"Ensure compliance with organization-defined registration requirements for functions, ports, protocols, and services.",NIST SP 800-53 Revision 5,Policy
CCI-000398,Defines information deemed necessary to achieve effective system component accountability.,NIST SP 800-53 Revision 5,Policy
CCI-000408,Update the inventory of system components as part of component installations.,NIST SP 800-53 Revision 5,Policy
CCI-000409,Update the inventory of system components as part of component removals.,NIST SP 800-53 Revision 5,Policy
CCI-000410,Update the inventory of system components as part of system updates.,NIST SP 800-53 Revision 5,Policy
CCI-000411,Maintain the currency of the inventory of system components using organization-defined automated mechanisms.,NIST SP 800-53 Revision 5,Policy
CCI-000412,Maintain the completeness of the inventory of system components using organization-defined automated mechanisms.,NIST SP 800-53 Revision 5,Policy
CCI-000413,Maintain the accuracy of the inventory of system components using organization-defined automated mechanisms.,NIST SP 800-53 Revision 5,Policy
CCI-000414,Maintain the availability of the inventory of system components using organization-defined automated mechanisms.,NIST SP 800-53 Revision 5,Policy
CCI-000415,"Defines the frequency of employing automated mechanisms to detect the presence of unauthorized hardware, software, and firmware components within the system.",NIST SP 800-53 Revision 5,Policy
CCI-000416,"Detect the presence of unauthorized hardware, software, and firmware components within the system using organization-defined automated mechanisms, on an organization-defined frequency.",NIST SP 800-53 Revision 5,Policy
CCI-000418,"Include in the system component inventory information, a means for identifying by name, position, and/or role, individuals responsible and accountable for administering those components.",NIST SP 800-53 Revision 5,Policy
CCI-000420,Include assessed component configurations and any approved deviations to current deployed configurations in the system component inventory.,NIST SP 800-53 Revision 5,Policy
CCI-000423,"Implement a configuration management plan for the system that addresses roles, responsibilities, and configuration management processes and procedures.",NIST SP 800-53 Revision 5,Policy
CCI-000426,Implement a configuration management plan for the system that defines the configuration items for the system.,NIST SP 800-53 Revision 5,Policy
CCI-000436,Assign responsibility for developing the configuration management process to organizational personnel that are not directly involved in system development.,NIST SP 800-53 Revision 5,Policy
CCI-000437,Defines the frequency with which to review and update the current contingency planning policy.,NIST SP 800-53 Revision 5,Policy
CCI-000438,"Develop and document an organizational-level; mission/business process-level; and/or system-level contingency planning policy that addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance.",NIST SP 800-53 Revision 5,Policy
CCI-000439,Disseminate an organizational-level; mission/business process-level; and/or system-level contingency planning policy to organization-defined personnel or roles.,NIST SP 800-53 Revision 5,Policy
CCI-000440,Review and update the current contingency planning policy in accordance with an organization-defined frequency.,NIST SP 800-53 Revision 5,Policy
CCI-000441,Develop and document procedures to facilitate the implementation of the contingency planning policy and associated contingency planning controls.,NIST SP 800-53 Revision 5,Policy
CCI-000443,Develop a contingency plan for the system that identifies essential missions.,NIST SP 800-53 Revision 5,Policy
CCI-000444,Develop a contingency plan for the system that identifies essential business functions.,NIST SP 800-53 Revision 5,Policy
CCI-000445,Develop a contingency plan for the system that identifies associated contingency requirements.,NIST SP 800-53 Revision 5,Policy
CCI-000446,Develop a contingency plan for the system that provides recovery objectives.,NIST SP 800-53 Revision 5,Policy
CCI-000447,Develop a contingency plan for the system that provides restoration priorities.,NIST SP 800-53 Revision 5,Policy
